Gender,Measures,Weights,Age
F,"(1.75, 1.4375, 0.5125)","(20.68096025, 11.15552825, 14.64251675)",13
I,"(0.6875, 0.4875, 0.1625)","(1.530873, 0.56699, 0.793786)",6
M,"(1.6375, 1.2125, 0.4875)","(17.78931125, 10.149121, 13.7495075)",17
F,"(1.425, 1.1, 0.35)","(10.73028575, 5.6982495, 8.6465975)",17
M,"(1.125, 0.875, 0.325)","(4.932813, 3.1467945, 3.8271825)",8
M,"(1.2125, 1.0, 0.3375)","(8.8733935, 3.8838815, 5.6699)",10
I,"(1.375, 1.0875, 0.35)","(8.3631025, 5.40057975, 6.747181)",10
F,"(1.575, 1.275, 0.4625)","(14.50076925, 9.8939755, 8.68912175)",11
F,"(1.7375, 1.325, 0.5)","(21.262125, 11.89261525, 17.27902025)",14
I,"(1.175, 1.0, 0.4)","(4.57844425, 2.0695135, 5.613201)",14
I,"(1.3125, 0.9875, 0.3)","(8.4198015, 3.95475525, 3.98310475)",8
M,"(1.675, 1.3375, 0.475)","(21.16290175, 8.32057825, 14.401546)",11
M,"(0.825, 0.5375, 0.1875)","(1.2757275, 0.75126175, 0.9922325)",6
M,"(1.725, 1.35, 0.4625)","(15.1102835, 10.0073735, 15.7339725)",24
I,"(1.025, 0.8375, 0.2625)","(3.98310475, 1.814368, 2.9766975)",7
I,"(1.25, 0.9625, 0.3)","(8.03708325, 2.9199985, 3.8271825)",8
F,"(1.35, 1.1875, 0.3875)","(11.169703, 5.499803, 7.37087)",11
F,"(1.3625, 1.025, 0.2875)","(8.221355, 4.479221, 6.23689)",9
F,"(1.425, 1.1, 0.3125)","(10.41844125, 4.89028875, 7.654365)",12
I,"(0.775, 0.5875, 0.225)","(1.360776, 0.8788345, 1.13398)",6
I,"(1.3, 1.0375, 0.35)","(8.731646, 3.78465825, 4.762716)",9
F,"(1.3875, 1.075, 0.3375)","(11.49572225, 4.6209685, 6.27941425)",9
I,"(1.475, 1.125, 0.3125)","(12.3887315, 4.29494925, 6.9456275)",9
F,"(1.225, 0.975, 0.3375)","(6.98815175, 3.4869885, 5.6699)",13
I,"(0.3375, 0.325, 0.1)","(0.35436875, 0.18427175, 0.226796)",4
F,"(1.625, 1.3625, 0.4125)","(18.83824275, 9.79475225, 11.7650425)",16
I,"(0.875, 0.6625, 0.2125)","(2.19708625, 0.963883, 1.587572)",6
I,"(1.3875, 1.0625, 0.3625)","(9.87980075, 5.00368675, 6.3786375)",9
I,"(1.0375, 0.7875, 0.25)","(5.00368675, 2.25378525, 2.6932025)",8
M,"(1.6, 1.2625, 0.3875)","(19.9863975, 7.52679225, 9.4970825)",10
I,"(1.45, 1.1125, 0.3125)","(8.5898985, 3.98310475, 6.6621325)",9
F,"(1.8, 1.4, 0.4375)","(18.0586315, 9.68135425, 14.8834875)",17
I,"(0.6375, 0.475, 0.15)","(1.13398, 0.52446575, 0.7087375)",5
I,"(0.9875, 0.675, 0.25)","(4.09650275, 1.7293195, 2.324659)",5
F,"(1.575, 1.25, 0.45)","(14.571643, 6.59125875, 11.32562525)",8
M,"(1.7375, 1.425, 0.575)","(24.56484175, 12.3320325, 14.17475)",19
I,"(1.3125, 1.0, 0.325)","(9.7805775, 3.64291075, 5.6699)",8
M,"(1.5625, 1.2375, 0.4375)","(16.48523425, 8.107957, 9.02931575)",9
M,"(1.6125, 1.2375, 0.475)","(17.33571925, 11.566596, 12.6155275)",12
I,"(1.3, 1.0125, 0.35)","(5.6699, 4.1106775, 5.0745605)",11
M,"(0.875, 0.6875, 0.275)","(3.47281375, 1.80019325, 2.56562975)",8
I,"(0.9, 0.675, 0.225)","(3.40194, 1.23320325, 1.587572)",8
M,"(1.25, 0.95, 0.3375)","(6.50621025, 3.58621175, 5.10291)",12
M,"(1.5875, 1.2875, 0.4)","(15.26620575, 7.994559, 9.7805775)",11
M,"(1.8875, 1.45, 0.5125)","(23.51591025, 11.38232425, 16.8679525)",10
F,"(1.6, 1.275, 0.4125)","(21.53144525, 9.412034, 9.1001895)",8
F,"(1.525, 1.2375, 0.4625)","(15.195332, 8.23552975, 6.9456275)",8
I,"(0.975, 0.7, 0.225)","(2.39553275, 0.963883, 2.2396105)",8
M,"(1.55, 1.2375, 0.4375)","(18.2287285, 9.31281075, 20.5533875)",17
I,"(1.1, 0.85, 0.2625)","(3.4869885, 2.2963095, 3.5436875)",8
M,"(1.45, 1.1, 0.375)","(14.685041, 6.19436575, 7.92368525)",10
M,"(1.6875, 1.2875, 0.3625)","(17.08057375, 8.4765005, 9.2135875)",10
I,"(1.05, 0.775, 0.25)","(3.2601925, 2.08368825, 2.4097075)",8
M,"(1.5625, 1.2375, 0.45)","(13.36678925, 7.200773, 8.88756825)",10
I,"(1.5625, 1.2125, 0.4)","(14.89766225, 7.2858215, 9.39785925)",11
F,"(1.45, 1.1, 0.45)","(10.39009175, 4.63514325, 6.9456275)",12
M,"(1.3, 1.0, 0.3)","(8.448151, 5.11708475, 7.5126175)",15
M,"(0.9125, 0.7375, 0.2)","(2.7499015, 1.2190285, 2.83495)",7
I,"(1.0875, 0.8, 0.2)","(4.20990075, 1.80019325, 2.9766975)",9
M,"(1.05, 0.85, 0.2875)","(4.9611625, 2.6365035, 3.8271825)",8
F,"(1.6125, 1.25, 0.3875)","(17.42076775, 6.690482, 9.02931575)",10
M,"(1.4375, 1.0875, 0.375)","(8.3064035, 4.60679375, 7.654365)",17
M,"(0.4125, 0.3125, 0.1)","(0.26932025, 0.12757275, 0.226796)",4
M,"(1.4875, 1.1625, 0.3125)","(9.19941275, 5.6699, 6.520385)",10
F,"(1.625, 1.2625, 0.4125)","(13.56523575, 7.767763, 9.8939755)",11
M,"(1.275, 0.95, 0.3375)","(9.73805325, 4.025629, 4.819415)",9
F,"(1.3, 1.0, 0.3125)","(8.3631025, 4.86193925, 5.2446575)",9
F,"(1.65, 1.2875, 0.425)","(17.4349425, 8.85921875, 10.13494625)",10
F,"(1.3125, 1.0375, 0.375)","(9.3269855, 4.1673765, 5.6415505)",10
M,"(1.275, 1.0, 0.325)","(7.654365, 4.72019175, 5.8116475)",12
M,"(1.6125, 1.3, 0.4375)","(20.0997955, 10.07824725, 11.3398)",8
F,"(1.5125, 1.175, 0.4)","(15.32290475, 6.27941425, 7.7961125)",12
F,"(1.4625, 1.1875, 0.4625)","(9.82310175, 5.06038575, 7.7961125)",12
M,"(1.7375, 1.4, 0.4625)","(25.0893075, 10.53183925, 12.40290625)",10
I,"(1.325, 1.0625, 0.325)","(11.8784405, 3.41611475, 5.953395)",9
I,"(0.7875, 0.6125, 0.2125)","(1.5025235, 1.34660125, 1.417475)",8
I,"(1.5125, 1.2125, 0.375)","(17.90270925, 6.406987, 9.355335)",11
I,"(1.425, 1.0625, 0.35)","(9.3836845, 3.96893, 6.80388)",10
I,"(1.325, 1.05, 0.3875)","(13.39513875, 3.1467945, 5.443104)",10
I,"(0.4, 0.275, 0.0625)","(0.18427175, 0.15592225, 0.1417475)",3
F,"(1.35, 1.0875, 0.4375)","(9.128539, 4.932813, 9.4970825)",13
I,"(0.925, 0.6875, 0.35)","(2.7499015, 1.28990225, 1.74349425)",6
I,"(0.8125, 0.6, 0.175)","(1.60174675, 0.86465975, 1.530873)",8
F,"(1.3125, 1.0125, 0.4)","(7.52679225, 3.18931875, 6.3786375)",12
I,"(1.275, 0.9375, 0.375)","(10.90038275, 4.422522, 7.2291225)",10
F,"(1.15, 1.0625, 0.3875)","(8.51902475, 4.309124, 6.80388)",8
M,"(1.375, 1.0875, 0.3625)","(9.298636, 5.42892925, 7.2291225)",15
F,"(1.775, 1.325, 0.4875)","(19.15008725, 11.52407175, 19.43358225)",12
M,"(1.6625, 1.3375, 0.4875)","(16.31513725, 10.999606, 13.60776)",14
M,"(1.475, 1.175, 0.3875)","(17.70426275, 6.6054335, 7.35669525)",9
F,"(1.15, 0.9125, 0.2875)","(4.6776675, 2.3530085, 4.819415)",14
I,"(1.45, 1.0875, 0.375)","(10.2908685, 5.45727875, 7.12989925)",6
F,"(1.2, 0.9625, 0.3375)","(5.37223025, 4.025629, 4.9044635)",14
M,"(1.55, 1.1625, 0.475)","(16.17338975, 9.00096625, 10.0640725)",11
M,"(1.45, 1.1625, 0.4)","(8.9300925, 7.37087, 10.30504325)",12
I,"(1.025, 0.75, 0.225)","(3.9972795, 1.63009625, 2.1262125)",8
M,"(1.2375, 1.0, 0.3875)","(6.64795775, 3.27436725, 9.922325)",6
F,"(1.3, 1.025, 0.3875)","(8.2497045, 5.20213325, 6.6621325)",12
F,"(1.6875, 1.3875, 0.5125)","(20.2131935, 10.149121, 12.85649825)",13
M,"(1.375, 1.0625, 0.3875)","(7.86698625, 6.8889285, 9.4970825)",13
M,"(1.2875, 1.0, 0.3125)","(9.6671795, 7.18659825, 7.37087)",13
M,"(1.5, 1.1625, 0.5)","(18.15785475, 5.62737575, 10.1207715)",9
M,"(0.8875, 0.6625, 0.2125)","(1.9561155, 1.5025235, 1.97029025)",8
I,"(1.1, 0.825, 0.3375)","(4.819415, 2.56562975, 5.5281525)",16
F,"(1.5, 1.1875, 0.375)","(12.54465375, 6.2652395, 7.93786)",15
I,"(1.3, 1.025, 0.35)","(6.860579, 3.89805625, 5.159609)",11
F,"(1.4375, 1.125, 0.3375)","(10.262519, 4.69184225, 6.690482)",10
F,"(1.55, 1.3, 0.5625)","(10.716111, 7.654365, 11.1980525)",23
M,"(1.4375, 1.175, 0.4125)","(8.278054, 5.0745605, 9.922325)",16
F,"(1.325, 1.075, 0.375)","(9.2135875, 5.25883225, 5.556502)",9
M,"(1.625, 1.3125, 0.475)","(16.93882625, 8.391452, 11.3398)",11
I,"(0.825, 0.65, 0.2125)","(2.59397925, 1.20485375, 1.5592225)",7
F,"(1.775, 1.35, 0.5125)","(22.736299, 8.1363065, 12.3320325)",10
M,"(1.025, 0.8125, 0.25)","(4.139027, 2.041164, 2.9766975)",9
I,"(1.25, 0.95, 0.3375)","(8.34892775, 2.948348, 4.43669675)",9
I,"(0.625, 0.45, 0.1625)","(0.97805775, 0.52446575, 0.60951425)",4
I,"(1.15, 0.875, 0.275)","(4.77689075, 2.45223175, 3.5436875)",9
I,"(0.6875, 0.5125, 0.175)","(14.0330025, 0.5386405, 0.89300925)",5
M,"(1.425, 1.15, 0.375)","(15.35125425, 5.76912325, 7.087375)",9
F,"(1.3125, 1.025, 0.375)","(7.767763, 4.2807745, 7.087375)",12
M,"(0.5, 0.35, 0.1375)","(0.41106775, 0.226796, 0.283495)",5
M,"(1.45, 1.125, 0.3)","(11.850091, 4.18155125, 7.38504475)",8
M,"(1.525, 1.2, 0.375)","(15.989118, 7.767763, 7.484268)",8
I,"(0.8375, 0.625, 0.2)","(2.08368825, 1.13398, 1.63009625)",6
M,"(1.5, 1.2375, 0.4375)","(17.56251525, 8.051258, 9.31281075)",11
M,"(1.1, 0.8125, 0.2)","(4.082328, 2.87747425, 3.685435)",8
I,"(1.1375, 0.925, 0.275)","(6.76135575, 3.50116325, 3.572037)",8
F,"(1.325, 1.05, 0.35)","(8.23552975, 3.30271675, 5.1879585)",8
M,"(1.275, 1.0125, 0.375)","(9.8372765, 3.798833, 5.34388075)",8
F,"(1.325, 0.9875, 0.3625)","(8.731646, 4.7910655, 7.2291225)",7
M,"(1.5875, 1.2, 0.475)","(16.51358375, 8.5898985, 11.90679)",15
F,"(1.5125, 1.1875, 0.4125)","(12.2753335, 6.22271525, 10.1207715)",9
I,"(1.2875, 0.975, 0.35)","(5.6699, 3.21766825, 6.33611325)",12
I,"(0.9875, 0.725, 0.2375)","(3.6003865, 2.381358, 2.1829115)",6
M,"(1.0125, 0.7625, 0.3)","(3.50116325, 2.56562975, 2.6932025)",7
I,"(1.1, 0.8875, 0.4125)","(4.5075705, 2.9766975, 3.96893)",16
M,"(1.775, 1.4, 0.4375)","(16.045817, 12.96989625, 13.11164375)",13
M,"(1.275, 0.975, 0.3375)","(11.15552825, 4.12485225, 5.386405)",8
M,"(1.4375, 1.125, 0.3375)","(10.035723, 5.9250455, 6.70465675)",9
I,"(0.65, 0.5, 0.175)","(1.0489315, 0.56699, 0.850485)",6
I,"(0.9, 0.6625, 0.2375)","(2.9766975, 1.304077, 2.1262125)",7
M,"(1.0375, 0.8125, 0.35)","(4.35164825, 2.87747425, 4.082328)",10
F,"(1.725, 1.3125, 0.475)","(18.21455375, 11.07047975, 11.90679)",12
F,"(1.55, 1.2375, 0.425)","(10.546014, 6.0384435, 9.63883)",11
M,"(1.6125, 1.2625, 0.375)","(14.7133905, 7.41339425, 9.4970825)",10
I,"(0.9875, 0.7375, 0.25)","(3.96893, 1.757669, 2.324659)",7
F,"(1.625, 1.3375, 0.4375)","(17.27902025, 7.83863675, 9.752228)",10
M,"(1.65, 1.2625, 0.5)","(13.79203175, 8.4198015, 17.293195)",18
F,"(1.35, 1.0625, 0.4)","(10.41844125, 5.68407475, 8.3631025)",9
I,"(0.85, 0.65, 0.2)","(2.26796, 1.57339725, 1.5592225)",6
M,"(1.25, 0.9625, 0.3375)","(9.05766525, 3.6570855, 4.35164825)",7
F,"(1.575, 1.2375, 0.4125)","(16.9813505, 8.051258, 8.9300925)",11
M,"(1.1875, 0.9, 0.25)","(5.57067675, 2.8066005, 3.175144)",7
M,"(1.3125, 0.9875, 0.4125)","(8.0796075, 3.98310475, 8.0796075)",19
I,"(1.475, 1.125, 0.4)","(7.78193775, 6.19436575, 9.7805775)",14
I,"(1.0875, 0.8625, 0.2875)","(6.293589, 2.08368825, 3.005047)",7
M,"(1.35, 1.025, 0.3625)","(7.98038425, 6.0384435, 10.0640725)",19
F,"(1.175, 0.8875, 0.25)","(4.74854125, 2.28213475, 5.2446575)",10
M,"(1.125, 0.8375, 0.3125)","(6.13766675, 3.572037, 3.118445)",6
F,"(1.2125, 0.9125, 0.3)","(7.654365, 3.7137845, 4.9611625)",9
I,"(0.7375, 0.5625, 0.2)","(1.37495075, 0.907184, 1.13398)",9
F,"(1.55, 1.1625, 0.35)","(13.5794105, 6.76135575, 7.2291225)",8
M,"(1.6875, 1.2625, 0.4)","(20.97863, 10.1207715, 10.81533425)",11
F,"(1.6625, 1.3875, 0.4875)","(16.4710595, 10.035723, 10.20582)",17
F,"(1.6, 1.1875, 0.4375)","(13.79203175, 9.6671795, 8.164656)",9
M,"(1.2375, 0.95, 0.3)","(5.5848515, 3.01922175, 4.37999775)",10
F,"(1.475, 1.1375, 0.375)","(13.1825175, 5.82582225, 7.83863675)",10
F,"(1.425, 1.1, 0.3)","(10.829509, 4.32329875, 6.633783)",9
M,"(1.7375, 1.375, 0.5125)","(32.1199835, 13.22504175, 14.061352)",10
I,"(1.1875, 0.9, 0.3375)","(5.556502, 2.62232875, 3.5436875)",8
M,"(1.3375, 1.05, 0.4)","(9.865626, 4.29494925, 6.19436575)",10
I,"(1.2375, 0.95, 0.325)","(6.19436575, 3.288542, 4.53592)",7
I,"(1.3875, 1.125, 0.4375)","(8.618248, 4.97533725, 6.23689)",9
I,"(1.2375, 1.0, 0.3625)","(7.21494775, 3.69960975, 4.66349275)",8
M,"(1.5375, 1.1375, 0.325)","(13.891255, 5.159609, 7.52679225)",10
I,"(1.25, 0.9875, 0.3)","(6.13766675, 3.07592075, 5.06038575)",9
I,"(1.05, 0.8125, 0.2875)","(4.60679375, 1.814368, 2.9766975)",8
M,"(1.6, 1.225, 0.35)","(12.60135275, 6.747181, 10.6310625)",15
F,"(1.7125, 1.3125, 0.4375)","(15.35125425, 8.7599955, 16.44271)",16
M,"(1.5125, 1.225, 0.45)","(13.60776, 8.1363065, 9.922325)",18
M,"(1.525, 1.1875, 0.4125)","(12.133586, 6.25106475, 8.9300925)",15
M,"(1.0, 0.8, 0.2375)","(3.78465825, 1.70097, 2.83495)",7
I,"(1.1, 0.85, 0.25)","(4.89028875, 2.31048425, 2.8632995)",7
M,"(1.7875, 1.3625, 0.45)","(24.6924145, 9.8372765, 12.7289255)",10
I,"(0.475, 0.325, 0.075)","(0.43941725, 0.4252425, 0.283495)",6
I,"(0.525, 0.425, 0.1125)","(0.5386405, 0.3118445, 0.3685435)",5
F,"(1.2875, 1.0, 0.2875)","(5.4147545, 4.09650275, 4.819415)",9
F,"(1.2875, 0.9875, 0.4125)","(5.40057975, 4.819415, 9.08601475)",10
F,"(1.575, 1.2125, 0.425)","(16.85377775, 9.7805775, 9.7805775)",9
F,"(1.425, 1.1625, 0.45)","(11.4815475, 7.8528115, 8.3631025)",16
M,"(1.3625, 1.025, 0.3625)","(8.60407325, 5.556502, 8.788345)",18
F,"(1.5875, 1.275, 0.4375)","(16.25843825, 7.3992195, 10.20582)",14
M,"(1.5875, 1.25, 0.45)","(16.839603, 7.64019025, 10.489315)",9
F,"(1.6375, 1.25, 0.45)","(14.401546, 8.901743, 12.6155275)",18
M,"(0.8375, 0.6625, 0.2625)","(2.65067825, 1.587572, 2.1262125)",7
I,"(1.2125, 0.9125, 0.2625)","(5.5281525, 3.4869885, 5.159609)",8
F,"(1.7, 1.2625, 0.425)","(18.6256215, 8.4198015, 10.0640725)",12
M,"(1.55, 1.2, 0.4)","(11.679994, 7.1724235, 8.50485)",13
M,"(1.3375, 1.05, 0.3625)","(9.355335, 5.3580555, 7.087375)",10
F,"(1.2625, 0.95, 0.3375)","(10.2341695, 4.43669675, 4.5642695)",9
M,"(1.4875, 1.15, 0.35)","(11.94931425, 6.39281225, 6.4353365)",9
M,"(1.625, 1.3125, 0.4625)","(16.612807, 7.881161, 10.95708175)",9
M,"(1.45, 1.1375, 0.375)","(14.13222575, 5.99591925, 8.03708325)",10
M,"(1.6875, 1.3, 0.3625)","(15.7906715, 9.65300475, 10.9145575)",11
F,"(1.5375, 1.25, 0.5125)","(12.60135275, 6.4353365, 11.056305)",16
M,"(1.225, 0.975, 0.375)","(6.3786375, 3.515338, 4.819415)",21
M,"(1.6, 1.25, 0.425)","(18.200379, 10.13494625, 10.035723)",9
I,"(1.55, 1.2125, 0.45)","(13.25339125, 7.52679225, 11.056305)",13
F,"(1.725, 1.325, 0.425)","(22.52367775, 9.87980075, 10.47514025)",9
M,"(1.575, 1.2875, 0.3875)","(11.63746975, 5.5848515, 11.623295)",13
I,"(0.825, 0.625, 0.2625)","(1.85689225, 0.9922325, 1.70097)",7
F,"(1.175, 0.9, 0.325)","(5.159609, 3.231843, 4.252425)",10
I,"(0.6875, 0.5375, 0.1875)","(1.37495075, 0.8221355, 0.9922325)",7
F,"(1.25, 1.0, 0.375)","(7.7394135, 3.175144, 8.3631025)",13
M,"(0.65, 0.5, 0.1625)","(1.247378, 0.7654365, 0.850485)",6
M,"(1.525, 1.125, 0.375)","(11.5382465, 5.20213325, 7.087375)",10
M,"(1.575, 1.2875, 0.425)","(18.01610725, 8.37727725, 10.77281)",11
I,"(1.375, 1.075, 0.3625)","(10.61688775, 4.8477645, 6.3219385)",11
F,"(1.6625, 1.25, 0.4375)","(18.2287285, 9.7805775, 10.489315)",9
F,"(0.925, 0.7375, 0.25)","(3.30271675, 1.587572, 2.36718325)",7
M,"(1.625, 1.275, 0.4375)","(17.98775775, 7.38504475, 10.319218)",12
M,"(1.0625, 0.85, 0.3)","(4.2240755, 2.4664065, 3.5436875)",10
F,"(1.225, 0.95, 0.3625)","(7.0590255, 5.1312595, 5.953395)",10
F,"(1.6375, 1.1375, 0.425)","(16.6411565, 8.97261675, 9.68135425)",11
F,"(1.2375, 1.025, 0.3125)","(9.51125725, 3.6570855, 6.066793)",9
F,"(1.525, 1.1875, 0.4)","(10.87203325, 6.3219385, 10.7444605)",10
F,"(0.95, 0.7625, 0.2375)","(3.55786225, 1.48834875, 2.551455)",8
I,"(1.1375, 0.925, 0.3125)","(5.6982495, 3.58621175, 4.1106775)",9
F,"(1.525, 1.075, 0.35)","(12.417081, 5.6699, 6.23689)",8
M,"(1.2, 0.925, 0.325)","(9.8939755, 3.27436725, 3.8271825)",8
M,"(0.9875, 0.7375, 0.2875)","(3.41611475, 1.68679525, 3.13261975)",12
F,"(1.075, 0.85, 0.3)","(4.40834725, 2.6932025, 3.98310475)",7
F,"(0.9375, 0.725, 0.2)","(3.98310475, 2.05533875, 2.26796)",7
I,"(1.2375, 0.9375, 0.35)","(5.1312595, 2.76407625, 5.4147545)",8
F,"(1.55, 1.2125, 0.4125)","(13.6928085, 6.747181, 10.0640725)",13
I,"(1.4, 1.1125, 0.4125)","(12.85649825, 7.1724235, 7.7961125)",11
M,"(1.525, 1.2125, 0.4375)","(15.422128, 8.4198015, 9.7805775)",12
M,"(1.675, 1.3, 0.4375)","(17.78931125, 10.7444605, 10.602713)",10
M,"(1.5375, 1.175, 0.3875)","(14.41572075, 9.07184, 8.278054)",8
M,"(1.5625, 1.25, 0.35)","(15.43630275, 6.13766675, 8.3631025)",10
F,"(1.775, 1.4125, 0.4875)","(18.086981, 9.53960675, 16.0174675)",17
F,"(1.4, 1.0875, 0.3125)","(9.48290775, 6.08096775, 8.221355)",13
F,"(1.1125, 0.8875, 0.375)","(5.1312595, 3.5436875, 4.3941725)",11
I,"(0.7375, 0.575, 0.2)","(1.8427175, 1.417475, 1.09145575)",5
M,"(1.5625, 1.175, 0.375)","(15.762322, 6.56290925, 8.1363065)",9
I,"(1.4125, 1.1, 0.4375)","(11.736693, 5.953395, 5.953395)",11
M,"(1.1125, 0.8875, 0.275)","(5.11708475, 2.93417325, 4.26659975)",10
F,"(0.6875, 0.4875, 0.175)","(0.8788345, 0.60951425, 0.7087375)",5
F,"(0.9, 0.6625, 0.225)","(2.211261, 1.6159215, 1.70097)",8
I,"(1.425, 1.1125, 0.3875)","(10.50348975, 4.83358975, 7.93786)",9
M,"(0.925, 0.7, 0.2375)","(2.28213475, 1.4458245, 2.1262125)",7
M,"(1.75, 1.5, 0.575)","(22.97726975, 11.46737275, 16.31513725)",10
M,"(0.95, 0.725, 0.3)","(3.33106625, 1.85689225, 2.4097075)",9
F,"(1.725, 1.45, 0.4875)","(20.071446, 10.24834425, 13.36678925)",10
I,"(1.2, 0.975, 0.3625)","(6.56290925, 3.4302895, 7.2291225)",15
I,"(1.0625, 0.8, 0.25)","(3.572037, 1.70097, 3.005047)",7
F,"(1.375, 1.075, 0.35)","(10.6310625, 6.180191, 5.51397775)",8
M,"(1.125, 0.8375, 0.35)","(5.28718175, 3.2601925, 4.53592)",11
I,"(1.575, 1.1875, 0.3625)","(14.64251675, 6.22271525, 7.93786)",10
F,"(1.475, 1.1125, 0.325)","(10.84368375, 6.633783, 9.07184)",13
I,"(1.2125, 0.9125, 0.225)","(8.97261675, 3.742134, 5.10291)",8
I,"(1.375, 1.05, 0.3875)","(14.0330025, 5.11708475, 5.8116475)",9
I,"(1.2, 0.875, 0.2625)","(9.979024, 3.6003865, 3.8271825)",6
I,"(1.275, 0.9875, 0.2625)","(6.633783, 3.6003865, 4.6776675)",8
I,"(1.2375, 0.925, 0.3125)","(5.88252125, 2.5798045, 4.252425)",8
F,"(1.5, 1.25, 0.4)","(14.44407025, 7.257472, 8.7599955)",10
F,"(1.375, 1.025, 0.3625)","(8.77417025, 5.40057975, 7.087375)",13
M,"(1.45, 1.15, 0.3875)","(19.03668925, 7.7394135, 8.37727725)",10
F,"(1.15, 0.875, 0.2875)","(5.386405, 2.90582375, 3.685435)",8
M,"(1.75, 1.4375, 0.475)","(31.0427025, 11.850091, 18.086981)",12
M,"(1.5, 1.1625, 0.3875)","(14.514944, 6.98815175, 6.3786375)",10
M,"(1.3, 1.0, 0.4125)","(7.78193775, 5.6982495, 5.953395)",12
M,"(1.3375, 1.05, 0.375)","(7.29999625, 4.3374735, 6.80388)",12
I,"(1.175, 0.8625, 0.35)","(6.4920355, 3.13261975, 3.288542)",9
M,"(0.9375, 0.7625, 0.225)","(3.95475525, 1.60174675, 2.6932025)",5
F,"(1.4625, 1.15, 0.375)","(14.2597985, 5.96756975, 7.12989925)",11
M,"(1.8375, 1.475, 0.5125)","(25.7696955, 13.437663, 17.7184375)",12
M,"(1.5625, 1.2, 0.425)","(19.0225145, 7.597666, 9.59630575)",10
M,"(1.6625, 1.3125, 0.4)","(17.8318355, 7.9095105, 9.63883)",8
M,"(1.4625, 1.15, 0.3625)","(13.551061, 5.17378375, 6.6621325)",9
F,"(1.475, 1.1625, 0.4)","(14.344847, 7.15824875, 8.3631025)",13
I,"(1.0625, 0.95, 0.2625)","(3.64291075, 2.22543575, 2.83495)",10
F,"(1.3, 1.0625, 0.3625)","(5.8683465, 5.40057975, 6.80388)",13
M,"(1.55, 1.2125, 0.4125)","(14.84096325, 7.10154975, 8.00873375)",9
F,"(1.6, 1.25, 0.375)","(15.8473705, 6.5487345, 9.51125725)",9
F,"(1.5375, 1.1375, 0.3625)","(14.30232275, 6.747181, 8.9300925)",10
I,"(1.425, 1.125, 0.3625)","(8.00873375, 6.22271525, 6.27941425)",10
F,"(1.1875, 0.9125, 0.325)","(5.40057975, 3.231843, 4.18155125)",12
M,"(1.475, 1.1625, 0.35)","(13.31009025, 7.4559185, 7.4559185)",7
M,"(1.7375, 1.325, 0.375)","(18.07280625, 8.57572375, 12.190285)",14
M,"(1.0375, 0.75, 0.25)","(4.37999775, 1.94194075, 2.6932025)",7
M,"(1.8375, 1.4625, 0.4625)","(26.988724, 15.592225, 14.17475)",11
F,"(1.3875, 1.0875, 0.4125)","(9.525432, 6.56290925, 8.3631025)",17
F,"(1.45, 1.125, 0.4875)","(11.43902325, 4.9044635, 6.3786375)",9
I,"(1.0375, 0.775, 0.2625)","(4.7343665, 2.3530085, 2.59397925)",6
F,"(1.4125, 1.125, 0.4125)","(10.489315, 6.7755305, 7.0590255)",11
F,"(1.175, 0.9375, 0.3)","(7.83863675, 4.12485225, 3.8271825)",8
M,"(1.325, 1.05, 0.3375)","(8.334753, 4.422522, 5.17378375)",10
F,"(1.7, 1.4, 0.4875)","(24.4089195, 9.128539, 11.7650425)",11
M,"(1.7375, 1.35, 0.4875)","(21.772416, 10.2908685, 13.48018725)",11
F,"(1.5, 1.15, 0.3875)","(12.1052365, 5.79747275, 8.50485)",8
M,"(1.125, 0.8625, 0.2625)","(5.10291, 3.18931875, 3.8271825)",7
M,"(1.4375, 1.125, 0.325)","(9.015141, 5.4714535, 6.42116175)",9
I,"(1.8125, 1.375, 0.55)","(21.92833825, 12.48795475, 18.5689225)",10
M,"(1.4625, 1.1375, 0.375)","(12.34620725, 5.88252125, 8.788345)",11
F,"(1.275, 0.9375, 0.275)","(8.12213175, 3.345241, 4.195726)",7
M,"(1.35, 1.0625, 0.3)","(8.34892775, 4.3374735, 5.5281525)",10
F,"(1.3375, 1.1125, 0.3125)","(11.8217415, 5.6415505, 6.80388)",8
F,"(1.275, 1.0, 0.3)","(9.8372765, 3.13261975, 5.5281525)",10
M,"(1.575, 1.2125, 0.4375)","(12.28950825, 8.34892775, 13.04077)",23
I,"(1.325, 1.0125, 0.3)","(7.69688925, 4.195726, 5.31553125)",9
I,"(0.9875, 0.75, 0.225)","(3.27436725, 1.417475, 2.1262125)",6
M,"(1.5, 1.1875, 0.475)","(11.4248485, 7.52679225, 9.2135875)",14
F,"(1.6875, 1.375, 0.475)","(20.14231975, 10.44679075, 11.679994)",13
I,"(0.9125, 0.6625, 0.3375)","(2.9766975, 1.3324265, 1.71514475)",7
I,"(1.0375, 0.775, 0.225)","(3.52951275, 1.74349425, 2.4097075)",6
F,"(1.55, 1.275, 0.45)","(16.839603, 7.824462, 10.999606)",11
M,"(1.1625, 0.9375, 0.275)","(5.953395, 3.2034935, 4.26659975)",8
I,"(1.0375, 0.8125, 0.275)","(3.92640575, 2.25378525, 2.62232875)",8
M,"(1.4, 1.15, 0.5875)","(9.42620875, 4.4508715, 8.6465975)",12
M,"(1.225, 0.9625, 0.3125)","(9.07184, 3.515338, 4.80524025)",8
